ID;COMMODITY;SITE_NAME;COMPANY_NA;STATE_LOCA;COUNTY;LATITUDE;LONGITUDE;PLANT_MIN
3913;Sand and Gravel;Rockfield Plant (#124);Rmc Pacific Materials;California;Fresno;3693;-1197381;M/P
3914;Sand and Gravel;Sanger (#068);Vulcan Materials Co.;California;Fresno;3672189;-11948679;M/P
3915;Sand and Gravel;Stony Creek Pit;Baldwin Contracting, Inc.;California;Glenn;397481;-1221039;M/P
3916;Sand and Gravel;Orland Plant;North Valley Rock, Llc;California;Glenn;397425;-122098;M/P
3917;Sand and Gravel;Willow Plant;Valley Rock Products, Inc.;California;Glenn;397491;-1220831;M/P
3918;Sand and Gravel;Orland Plant;Baldwin Contracting Co., Inc.;California;Glenn;397769;-1222089;M/P
3919;Sand and Gravel;Christie Bar;Eureka Sand & Gravel;California;Humboldt;408919;-1240111;M/P
3920;Sand and Gravel;Arcata Pit & Mill;Eureka Sand & Gravel;California;Humboldt;406167;-1242211;M/P
3921;Sand and Gravel;Alton Pit;Eureka Sand & Gravel;California;Humboldt;4055;-1241539;M/P
3922;Sand and Gravel;The Pacific Lumber Co.;The Pacific Lumber Co.;California;Humboldt;404478;-1240219;M/P
3923;Sand and Gravel;El Centro Aggregate;Granite Construction Co.;California;Imperial;330083;-1156958;M/P
3924;Sand and Gravel;Shell Canyon Pit;Val-Rock, Inc.;California;Imperial;327781;-1160189;M/P
3925;Sand and Gravel;Ocotillo/Simenez;Granite Construction Co.;California;Imperial;3690644;-12176752;M/P
3926;Sand and Gravel;Bishop Rock Plant;Intermountain Slurry Seal, Inc.;California;Inyo;374178;-1184125;M/P
3927;Sand and Gravel;Hiatt Ready Mix Inc.;Hiatt Ready Mix, Inc.;California;Inyo;373681;-1184433;M/P
3928;Sand and Gravel;James Road;Granite Construction Co.;California;Kern;3546702;-1190664;M/P
3929;Sand and Gravel;San Emidio (#024);Vulcan Materials Co.;California;Kern;3503418;-11917582;M/P
3930;Sand and Gravel;Wheeler Ridge (#043);Vulcan Materials Co.;California;Kern;3500879;-11896019;M/P
3931;Sand and Gravel;Canebrake Pit;Ladd Ready Mixed Concrete Co;California;Kern;354781;-1181189;M/P
3932;Sand and Gravel;Edmonston Rock Plant;Griffith Co.;California;Kern;3495;-11885;M/P
3933;Sand and Gravel;Ridgecrest Rock Plant, Sand Canyon Pit;Granite Construction Co;California;Kern;357981;-1178761;M/P
3934;Sand and Gravel;Arvin Pit;Granite Construction Co.;California;Kern;351969;-11876;M/P
3935;Sand and Gravel;Ward Lake Pit;Millers Custom Work, Inc.;California;Lassen;404072;-1206319;M/P
3936;Sand and Gravel;Honey Lake Aggregates;Baldwin Contracting Co. Inc.;California;Lassen;401461;-1203139;M/P
3937;Sand and Gravel;Durbin (#008);Vulcan Materials Co.;California;Los Angeles;3409256;-11798407;M/P
3938;Sand and Gravel;Irwindale Plant;United Rock Products Corp.;California;Los Angeles;3423533;-118382;M/P
3939;Sand and Gravel;Irwindale Pit;Livingston Graham;California;Los Angeles;340258;-1180175;M/P
3940;Sand and Gravel;Little Rock Pit;Antelope Valley Aggregate, Inc.;California;Los Angeles;345469;-1179939;M/P
3941;Sand and Gravel;Azusa Operation;Cemex, Inc.;California;Los Angeles;3412;-117925;M/P
3942;Sand and Gravel;Sun Valley (#002);Vulcan Materials Co.;California;Los Angeles;3422944;-11837979;M/P
3943;Sand and Gravel;Lang Plant;Curtis Sand & Gravel Co.;California;Los Angeles;344335;-1183806;M/P
3944;Sand and Gravel;Palmdale (#004);Vulcan Materials Co.;California;Los Angeles;3454306;-11800494;M/P
3945;Sand and Gravel;Reliance (#005);Vulcan Materials Co.;California;Los Angeles;3413615;-11793521;M/P
3946;Sand and Gravel;Little Rock Quarry;Hi-Grade Materials Co.;California;Los Angeles;345381;-1180011;M/P
3947;Sand and Gravel;Palmdale Plant;Service Rock Products Corp.;California;Los Angeles;34555;-1179889;M/P
3948;Sand and Gravel;Palmdale Rock Plant;Granite Construction Co.;California;Los Angeles;3454;-1180031;M/P
3949;Sand and Gravel;Little Rock Plant;Holliday Rock Co., Inc.;California;Los Angeles;34539;-11795433;M/P
3950;Sand and Gravel;Peck Road Gravel Pit;Sls & N, Inc.;California;Los Angeles;341064;-1180028;M/P
3951;Sand and Gravel;Cobb Pit;San Joaquin Sand & Gravel;California;Madera;368689;-1198039;M/P
3952;Sand and Gravel;Pinedale River Plant;Lehigh Cement Co.;California;Madera;3680843;-11985509;M/P
3953;Sand and Gravel;Shuster Quarry;Granite Construction Co;California;Mendocino;391315;-1232046;M/P
3954;Sand and Gravel;Blasingame Backhole;J Blasingame & Son, Inc.;California;Merced;3751;-1204661;M/P
3955;Sand and Gravel;Los Banos (#050);Vulcan Materials Co.;California;Merced;3702424;-12089497;M/P
3956;Sand and Gravel;River Rock Plant;Calaveras Materials, Inc.;California;Merced;375265;-1204195;M/P
3957;Sand and Gravel;Snelling Pit;Calaveras Materials, Inc.;California;Merced;374674;-1204971;M/P
3958;Sand and Gravel;Winton Plant;Santa Fe Aggregates, Inc.;California;Merced;374711;-1205889;M/P
3959;Sand and Gravel;Legrand;Legrand Asphalt;California;Merced;3722585;-12019805;M/P
3960;Sand and Gravel;Fitch Pit;Eagle Peak Rock & Paving Inc.;California;Modoc;41515;-1204719;M/P
3961;Sand and Gravel;Fitch South Pit;Eagle Peak Rock & Paving, Inc.;California;Modoc;415372;-120507;M/P
3962;Sand and Gravel;Lee Vining;Intermountain Slurry Seal, Inc.;California;Mono;379081;-11908;M/P
3963;Sand and Gravel;Martis Valley Plant;Teichert Aggregates, Inc.;California;Nevada;39334;-1201219;M/P
3964;Sand and Gravel;Greenhorn Pit;Hansen Bros. Enterprises;California;Nevada;391989;-1209331;M/P
3965;Sand and Gravel;Ridge Rock Quarry;Ridge Rock Quarry;California;Nevada;393367;-1211417;M/P
3966;Sand and Gravel;Star Rock;Robertsons Ready Mix, Inc.;California;Orange;338661;-1177081;M/P
3967;Sand and Gravel;El Toro Pit;El Toro Materials Co.;California;Orange;336661;-1176519;M/P
3968;Sand and Gravel;Irvine Lake (#014);Vulcan Materials Co.;California;Orange;337739;-1176969;M/P
3969;Sand and Gravel;Chevreaux Pit;Chevreaux Aggregates, Inc.;California;Placer;390331;-1210289;M/P
3970;Sand and Gravel;Patterson Sand & Gravel - Sheridan Pit;Rmc Pacific Materials;California;Placer;3894133;-12134217;M/P
3971;Sand and Gravel;Spanish Creek Sand & Gravel;Chatfield Ranch, Llc;California;Plumas;399469;-12098;M/P
3972;Sand and Gravel;Maitri Canyon Plant;Foster Sand & Gravel Co.;California;Riverside;3377683;-11747383;M/P
3973;Sand and Gravel;Sand & Gravel Operation;Whitewater Rock & Supply Co.;California;Riverside;339561;-1166331;M/P
3974;Sand and Gravel;Indio Aggregate Plant;Granite Construction Co.;California;Riverside;3378;-1162389;M/P
3975;Sand and Gravel;Elsinore Pit;Elsinore Ready Mix Co., Inc.;California;Riverside;337119;-1173969;M/P
3976;Sand and Gravel;Cabazon Pit;Robertsons Ready Mix, Inc.;California;Riverside;339211;-1168111;M/P
3977;Sand and Gravel;Banning Pit;Robertsons Ready Mix, Inc.;California;Riverside;339431;-1168631;M/P
3978;Sand and Gravel;Aguanga Plant;Shamrock Sand & Rock, Inc.;California;Riverside;334711;-1169369;M/P
3979;Sand and Gravel;Corona Plant;All American Aggregates;California;Riverside;338803;-1175661;M/P
3980;Sand and Gravel;Mayhew Plant;Cemex, Inc.;California;Riverside;337561;-1174761;M/P
3981;Sand and Gravel;Sierra Plant;Chandler Aggregates, Inc.;California;Riverside;337539;-1174881;M/P
3982;Sand and Gravel;West Coast Aggregates Inc;West Coast Aggregates, Inc.;California;Riverside;3364533;-11608988;M/P
3983;Sand and Gravel;Soboba Plant;San Jacinto Aggregates, Inc;California;Riverside;337657;-1168977;M/P
3984;Sand and Gravel;Dillion Road Pit;James E Simon Co.;California;Riverside;3379;-1161831;M/P
3985;Sand and Gravel;Plants A & B;E. L. Yearger Construction;California;Riverside;3402;-1173864;M/P
3986;Sand and Gravel;Wyroc Lake Street Plant;Wyroc, Inc.;California;Riverside;3368617;-11739717;M/P
3987;Sand and Gravel;3m;Fst Sand & Gravel, Inc.;California;Riverside;3384;-1175;M/P
3988;Sand and Gravel;Fst Oglebay Norton;Fst Sand & Gravel, Inc.;California;Riverside;338029;-1175038;M/P
3989;Sand and Gravel;Coachella Valley Aggregate;Coachella Valley Aggregate;California;Riverside;338658;-1175252;M/P
3990;Sand and Gravel;Pacific Clay / Ford Pit;Robert R. Ford Trucking, Inc.;California;Riverside;3372634;-11739351;M/P
3991;Sand and Gravel;Pacific Clay;Wyroc Inc.;California;Riverside;3369674;-11738953;M/P
3992;Sand and Gravel;River Road Sand Job;Kec Engineering;California;Riverside;338798;-1175717;M/P
3993;Sand and Gravel;Perkins Plant;Teichert Aggregates, Inc.;California;Sacramento;385439;-1213781;M/P
3994;Sand and Gravel;Bradshaw Plants;Granite Construction Co.;California;Sacramento;385417;-1213083;M/P
3995;Sand and Gravel;Rancho Cordova (#115);Rmc Pacific Materials;California;Sacramento;384114;-1212669;M/P
3996;Sand and Gravel;Sacramento (#048);Vulcan Materials Co.;California;Sacramento;3850028;-12125111;M/P
3997;Sand and Gravel;Grantline Plant #118;Teichert Aggregates, Inc.;California;Sacramento;385832;-1211856;M/P
3998;Sand and Gravel;San Juan Plant;Hillsdale Rock Co.;California;San Benito;367919;-1214781;M/P
3999;Sand and Gravel;Plant #25;The Don Chapin Co., Inc.;California;San Benito;3689;-1214181;M/P
4000;Sand and Gravel;Southside Sand & Gravel Pit;Granite Construction Co.;California;San Benito;3679;-1213361;M/P
4001;Sand and Gravel;Redlands Plant;Cemex, Inc.;California;San Bernardino;34095;-11717;M/P
4002;Sand and Gravel;Fourth St. Rock;Fourth Street Rock Crusher, Inc.;California;San Bernardino;341222;-1173347;M/P
4003;Sand and Gravel;Twentynine Palms;Granite Construction Co.;California;San Bernardino;341181;-1159819;M/P
4004;Sand and Gravel;Foothill Pit;Holliday Rock Co., Inc.;California;San Bernardino;341131;-1176919;M/P
4005;Sand and Gravel;Barstow Plant;Service Rock Products Corp.;California;San Bernardino;348742;-1169706;M/P
4006;Sand and Gravel;San Bernardino (#010);Vulcan Materials Co.;California;San Bernardino;3413686;-11734624;M/P
4007;Sand and Gravel;Campus Plant;Holliday Rock Co., Inc.;California;San Bernardino;341331;-1176331;M/P
4008;Sand and Gravel;Upland (#009);Vulcan Materials Co.;California;San Bernardino;3413567;-11768327;M/P
4009;Sand and Gravel;Lucerne Valley Pit & Plant;Hi-Grade Materials Co.;California;San Bernardino;344114;-1169247;M/P
4010;Sand and Gravel;Colton Plant;Holliday Trucking, Inc.;California;San Bernardino;34149;-11737067;M/P
4011;Sand and Gravel;San Berardino Pit;Holliday Trucking, Inc.;California;San Bernardino;341261;-117345;M/P
4012;Sand and Gravel;Redlands Excavation;Robertsons Ready Mix, Inc.;California;San Bernardino;340919;-1171681;M/P
4013;Sand and Gravel;A-1 Grit;A-1 Grit Co.;California;San Bernardino;341054;-1172074;M/P
4014;Sand and Gravel;Ord Grande Pit;Agcon, Inc.;California;San Bernardino;346183;-1173408;M/P
4015;Sand and Gravel;Inland Plant;Livingston Graham;California;San Bernardino;3415;-11755;M/P
4016;Sand and Gravel;Lytle Creek Pit;Cemex, Inc.;California;San Bernardino;341568;-1174002;M/P
4017;Sand and Gravel;Dayton Trucking;Dayton Trucking Co.;California;San Bernardino;340259;-1176886;M/P
4018;Sand and Gravel;Rialto;Robertson Ready Mix, Inc.;California;San Bernardino;3406665;-11734244;M/P
4019;Sand and Gravel;Matich Asphalt Plant;Matich Corp.;California;San Bernardino;341084;-1172918;M/P
4020;Sand and Gravel;Pala Sand Plant;Sim J. Harris;California;San Diego;333531;-1171081;M/P
4021;Sand and Gravel;Lakeside Sand & Processing;Hanson Aggregates West, Inc.;California;San Diego;3286545;-1169236;M/P
4022;Sand and Gravel;Rcp Sand Plant;Rcp Block & Brick, Inc.;California;San Diego;328583;-1169617;M/P
4023;Sand and Gravel;Mission Gorge Plant;Superior Ready Mix Concrete Co.;California;San Diego;32805;-1170931;M/P
4024;Sand and Gravel;Hillsdale Granite Pit;C. W. Mcgrath, Inc.;California;San Diego;327;-1169289;M/P
4025;Sand and Gravel;Carroll Canyon (#026);Vulcan Materials Co.;California;San Diego;3290115;-1171251;M/P
4026;Sand and Gravel;Mission Valley (#022);Vulcan Materials Co.;California;San Diego;3277524;-11715395;M/P
4027;Sand and Gravel;Pala (#023);Vulcan Materials Co.;California;San Diego;3336965;-11705433;M/P
4028;Sand and Gravel;Lakeside Aggregates Plant;Hanson Aggregates West, Inc.;California;San Diego;3291;-1169431;M/P
4029;Sand and Gravel;Otay Pit & Mill;Nelson & Sloan Co.;California;San Diego;325869;-1169781;M/P
4030;Sand and Gravel;Sloan Canyon Sand Co. (#027);Vulcan Materials Co.;California;San Diego;327781;-1168669;M/P
4031;Sand and Gravel;Enniss Lakeside Plant;Enniss Enterprises, Inc.;California;San Diego;32908;-1169412;M/P
4032;Sand and Gravel;Campo Materials Pit;Muht-Hei, Inc.;California;San Diego;329698;-1163695;M/P
4033;Sand and Gravel;Sand & Gravel Operations;Superior Rock Products, Inc.;California;San Diego;3281818;-1170608;M/P
4034;Sand and Gravel;Lakeside Sand Pit;Cw Mcgrath;California;San Diego;328281;-1169167;M/P
4035;Sand and Gravel;Tidewater San Francisco;Hanson Aggregates West, Inc.;California;San Francisco;3774618;-12238493;M/P
4036;Sand and Gravel;San Francisco Sand;Mission Valley Rock Co.;California;San Francisco;3780185;-12239797;M/P
4037;Sand and Gravel;Tracy Plant;Teichert Aggregates, Inc.;California;San Joaquin;376919;-1214169;M/P
4038;Sand and Gravel;Clements Rock Plant;George Reed, Inc.;California;San Joaquin;38195;-1210939;M/P
4039;Sand and Gravel;Sand & Gravel Operation;Munn & Perkins, Inc.;California;San Joaquin;377417;-120925;M/P
4040;Sand and Gravel;Kerlinger Plant (#114);Rmc Pacific Materials;California;San Joaquin;37675;-1214211;M/P
4041;Sand and Gravel;Munn & Perkins Pit & Mill;Munn & Perkins;California;San Joaquin;377581;-1209661;M/P
4042;Sand and Gravel;Tracy Pit;Granite Construction Co.;California;San Joaquin;37675;-1214381;M/P
4043;Sand and Gravel;Vernalis Plant;Teichert Aggregates, Inc.;California;San Joaquin;376031;-1213431;M/P
4044;Sand and Gravel;San Joaquin County Pit;Krc Aggregates, Inc.;California;San Joaquin;382;-121025;M/P
4045;Sand and Gravel;Mossdale Plant;Brown Sand, Inc.;California;San Joaquin;377833;-1213;M/P
4046;Sand and Gravel;Vernalis Plant;Dss Co.;California;San Joaquin;379382;-1212961;M/P
4047;Sand and Gravel;Rocky Canyon Plant;Union Asphalt, Inc.;California;San Luis Obispo;35251;-1206332;M/P
4048;Sand and Gravel;Gardner Rock Plant;Granite Construction Co.;California;Santa Barbara;3482908;-1194806;M/P
4049;Sand and Gravel;Solvang Plant;Buellflat Rck Co., Inc.;California;Santa Barbara;345933;-12016;M/P
4050;Sand and Gravel;Sisquoc Operations;Southern Pacific Milling Co.;California;Santa Barbara;348689;-12022;M/P
4051;Sand and Gravel;Ventucopa Plant;General Production Service;California;Santa Barbara;34875;-1195;M/P
4052;Sand and Gravel;Freeman Quarry;Granite Construction Co.;California;Santa Clara;36929;-1215482;M/P
4053;Sand and Gravel;Santa Cruz Sand Plant;Granite Rock Co.;California;Santa Cruz;369082;-1217545;M/P
4054;Sand and Gravel;Felton Operation;Hanson Aggregates West, Inc.;California;Santa Cruz;370519;-1220411;M/P
4055;Sand and Gravel;Olympia Plant (#125);Rmc Pacific Materials;California;Santa Cruz;370689;-1220469;M/P
4056;Sand and Gravel;Quail Hollow Quarry;Granite Rock Co.;California;Santa Cruz;370769;-1220661;M/P
4057;Sand and Gravel;Metz Facility;Granite Construction Co.;California;Santa Cruz;369055;-12176749;M/P
4058;Sand and Gravel;Moore Pit;Anderson Cottonwood Concrete Products;California;Shasta;403781;-1222789;M/P
4059;Sand and Gravel;Aggregates Products;Aggregate Products Co.;California;Shasta;405089;-1224119;M/P
4060;Sand and Gravel;Shea Pit;Shea Sand & Gravel Co.;California;Shasta;405061;-1223561;M/P
4061;Sand and Gravel;Kett Siding;Crystal Creek Aggregates, Inc.;California;Shasta;406039;-1224661;M/P
4062;Sand and Gravel;Mount Shasta Pit;Sousa Ready Mix, Inc.;California;Siskiyou;413381;-12234;M/P
4063;Sand and Gravel;Frontier #3;Essayons, Inc.;California;Siskiyou;417116;-122599;M/P
4064;Sand and Gravel;Rio Vista Sand Pit;Asta Construction Co., Inc.;California;Solano;381707;-1216838;M/P
4065;Sand and Gravel;Healdsburg Plant;Syar Industries, Inc.;California;Sonoma;385731;-12287;M/P
4066;Sand and Gravel;Windsor Operation;Hanson Aggregates West, Inc.;California;Sonoma;385386;-1228539;M/P
4067;Sand and Gravel;Cloverdale Plant;Shamrock Materials, Inc.;California;Sonoma;387792;-1229822;M/P
4068;Sand and Gravel;Austin Creek;Bohan & Canelis Acrm, Inc.;California;Sonoma;384681;-123045;M/P
4069;Sand and Gravel;Hughson Pit;Calaveras Materials, Inc.;California;Stanislaus;3761448;-12082121;M/P
4070;Sand and Gravel;Orestimba Creek Pit;Frank B. Marks & Son, Inc.;California;Stanislaus;373669;-12109;M/P
4071;Sand and Gravel;Waterford Pit & Mill;Santa Fe Aggregates, Inc.;California;Stanislaus;376331;-1206731;M/P
4072;Sand and Gravel;Waterford Pit;7-11 Materials, Inc.;California;Stanislaus;376331;-1206331;M/P
4073;Sand and Gravel;Ohes Pit & Mill;Ohes Sand & Gravel Co.;California;Stanislaus;378069;-1206847;M/P
4074;Sand and Gravel;La Grange Pit & Mill;Santa Fe Aggregates, Inc.;California;Stanislaus;376389;-120505;M/P
4075;Sand and Gravel;Doolittle Plant;Santa Fe Aggregates, Inc.;California;Stanislaus;3765941;-12103104;M/P
4076;Sand and Gravel;Morehead Pit;Butte Sand & Gravel;California;Sutter;391581;-1218131;M/P
4077;Sand and Gravel;Sand & Gravel Operation;Thomas Creek Rock, Inc.;California;Tehama;399708;-1221925;M/P
4078;Sand and Gravel;Tenney Pit;Cottonwood Creek Sand & Gravel;California;Tehama;403709;-1222948;M/P
4079;Sand and Gravel;Red Bluff Plant;North Valley Rock, Llc;California;Tehama;3998;-1222019;M/P
4080;Sand and Gravel;Deer Creek Rock;Scott D. Stephens;California;Tehama;399864;-1220185;M/P
4081;Sand and Gravel;Kaweah River Rock;Kaweah River Rock Co, Inc.;California;Tulare;365814;-1192208;M/P
4082;Sand and Gravel;Lemoncove Plant (#133);Rmc Pacific Materials;California;Tulare;364;-1190581;M/P
4083;Sand and Gravel;Tule River/Success Dam;Mitchell Brown Ge Engineering, Inc.;California;Tulare;360494;-1189325;M/P
4084;Sand and Gravel;Deer Creek Mine;Deer Creek Rock Co., Inc.;California;Tulare;3600599;-11896387;M/P
4085;Sand and Gravel;Grimes Canyon Pit;Best Rock Products Co.;California;Ventura;343556;-1189192;M/P
4086;Sand and Gravel;Moorpark Sand & Gravel Operation;J. Wayne Sand & Gravel, Inc.;California;Ventura;341703;-118825;M/P
4087;Sand and Gravel;Moorpark Plant;Cemex, Inc.;California;Ventura;343361;-1188789;M/P
4088;Sand and Gravel;Sand & Gravel Operation;Tapo Rock & Sand Products, Inc.;California;Ventura;343361;-118705;M/P
4089;Sand and Gravel;Grimes Rock;Grimes Rock;California;Ventura;34273;-1191405;M/P
4090;Sand and Gravel;Madison Sand & Gravel;Syar Industries, Inc.;California;Yolo;387081;-1219831;M/P
4091;Sand and Gravel;Woodland Plant;Teichert Aggregates, Inc.;California;Yolo;387022;-1218575;M/P
4092;Sand and Gravel;Cache Creek Quarry;Solano Concrete Co.;California;Yolo;386889;-1219381;M/P
4093;Sand and Gravel;Esparto Plant;Teichert Aggregates, Inc.;California;Yolo;387169;-1219869;M/P
4094;Sand and Gravel;Capay Facilities;Granite Construction Co.;California;Yolo;386793;-1216962;M/P
4095;Sand and Gravel;Hallwood Plant;Baldwin Contracting Co., Inc.;California;Yuba;39195;-121525;M/P
4096;Sand and Gravel;Hallwood Plant;Teichert Aggregates, Inc.;California;Yuba;39192;-1214946;M/P
4097;Sand and Gravel;Maryville Pit;Western Aggregates, Inc.;California;Yuba;3917205;-12142886;M/P
4098;Sand and Gravel;Thornton Plant;Aggregate Industries, Inc.;Colorado;Adams;398768;-1048984;M/P
4099;Sand and Gravel;Jones Fine Sand Pit;Carl Palizzi Inc.;Colorado;Adams;397956;-10493;M/P
4100;Sand and Gravel;Mann Lake Pit (416);Lafarge North America, Inc.;Colorado;Adams;3991755;-10489413;M/P
4101;Sand and Gravel;Pit 29;Brannan Sand & Gravel Co.;Colorado;Adams;3993998;-1048553;M/P
4102;Sand and Gravel;Pit#4;Albert Frei & Sons, Inc.;Colorado;Adams;398508;-10492519;M/P
4103;Sand and Gravel;Howe Pit (413);Lafarge North America, Inc.;Colorado;Adams;399172;-1048684;M/P
4104;Sand and Gravel;Brighton Plant;Aggregate Industries, Inc.;Colorado;Adams;3995105;-1048545;M/P
4105;Sand and Gravel;Bromley Lakes;Ready Mixed Concrete Co.;Colorado;Adams;3996388;-1048555;M/P
4106;Sand and Gravel;Aggregate #1;Aggregate, Inc.;Colorado;Adams;3990877;-1048728;M/P
4107;Sand and Gravel;Pit #8;Albert Frei & Sons, Inc.;Colorado;Adams;3985197;-1049225;M/P
4108;Sand and Gravel;Tucson Plant;Aggregate Industries, Inc.;Colorado;Adams;4000207;-10483364;M/P
4109;Sand and Gravel;Sand & Gravel Operations;Lafarge North America, Inc.;Colorado;Adams;398924;-1048931;M/P
4110;Sand and Gravel;Clark Pit;Kiewit Materials Co.;Colorado;Arapahoe;3957063;-1050487;M/P
4111;Sand and Gravel;Coal Creek Resources;Schmidt Aggregates;Colorado;Arapahoe;396057;-1046248;M/P
4112;Sand and Gravel;Weber Pit #2;Weber Sand & Gravel, Inc.;Colorado;Archuleta;372972;-1069731;M/P
4113;Sand and Gravel;Longmont West Plant;Aggregate Industries, Inc.;Colorado;Boulder;401673;-1051546;M/P
4114;Sand and Gravel;Longmont West Mine;Aggregate Industries, Inc.;Colorado;Boulder;3974034;-1051561;M/P
4115;Sand and Gravel;Camenish Pit;Andesite Rock Co.;Colorado;Boulder;4016794;-10507046;M/P
4116;Sand and Gravel;Butala Pit;Butala Construction Co.;Colorado;Chaffee;385328;-1060497;M/P
4117;Sand and Gravel;Kaess Pit No. 1;Kaess Contracting, Inc.;Colorado;Chaffee;38548;-1060287;M/P
4118;Sand and Gravel;Pineridge Pit;Aca Products, Inc.;Colorado;Chaffee;38826;-1061301;M/P
